city,temp_c,rain_mm,humid,price_f,year,month,day_of_week,region_encoded
Vavuniya,0.9320917370423737,-1.2088006788100278,-1.7895019780423729,238.18,2023,10,3,24
Ampara,-0.11865111012230886,-1.0139247792761208,-1.0005424807473522,169.09,2023,10,1,0
Anuradhapura,-0.8056752794222946,-0.8543205357664503,0.21509919365619973,279.53,2023,10,1,1
Badulla,0.04300163559533417,-1.2387815864306289,-1.3306173724728199,449.89,2023,10,1,2
Batticaloa,1.0533312963306067,-1.0236244846827858,1.1087165834495387,105.55,2023,10,1,3
Colombo,0.8714719573982579,0.2637909602018492,-0.5738603036388203,144.59,2023,10,1,4
Gampaha,0.04300163559533417,-1.0897588397282294,0.08628947981211407,443.87,2023,10,1,6
Hambantota,1.093744482760018,-0.022791244995072946,-0.839530338442246,469.08,2023,10,1,7
Jaffna,0.24506756774238866,0.022180116435828637,-0.7831760886354592,315.55,2023,10,1,8
Kalutara,-0.9875346183546433,1.6349765881440457,-1.3225667653575646,143.59,2023,10,1,9
Kandy,-1.1087741776428763,0.6923415808963236,0.899400798452901,332.25,2023,10,1,10
Kegalle,-0.9875346183546433,-0.49719501852105497,-0.5577590894083106,435.63,2023,10,1,11
Kilinochchi,-0.23989066941054185,1.4806630930380107,1.342184189791943,369.99,2023,10,1,12
Kurunegala,1.3564301945511883,0.3510883088618348,-1.5399331574694581,191.58,2023,10,1,13
Mannar,1.7201488724158873,0.56360003640786,1.3824372253682196,410.69,2023,10,1,14
Matale,0.9118851438276694,0.9568790010780979,1.350234796907198,354.75,2023,10,1,15
Matara,0.2046543813129779,0.574181533215131,0.11849190827313577,109.92,2023,10,1,16
Monaragala,1.4776697538394215,-1.308443107078496,-0.1552287336455452,60.5,2023,10,1,17
Mullaitivu,1.7201488724158873,1.1235375757926154,0.41636437153758243,243.19,2023,10,1,18
Nuwara Eliya,-0.2196840761958361,-0.19826773371564996,-0.4450505897947359,423.72,2023,10,1,19
Polonnaruwa,1.5180829402688327,0.819319542583575,-1.7492489424660962,309.8,2023,10,2,20
Puttalam,-0.623815940489945,-1.3869225417324227,-0.3886963399879485,412.63,2023,10,2,21
Ratnapura,0.24506756774238866,0.9357160074635561,-1.0890991590151606,425.94,2023,10,2,22
Trincomalee,-1.432079669078163,1.066221134753231,0.6015283351884544,161.21,2023,10,2,23
Vavuniya,0.7704389913247306,1.678184366773736,-0.058621448262481266,221.64,2023,10,2,24
Ampara,-1.027947804784054,-0.6470995566240604,-1.5882368001609901,67.52,2023,10,0,0
Anuradhapura,-0.5631961608458294,-0.30055553618593595,0.2875546576934968,169.66,2023,10,0,1
Badulla,-0.7046423133487674,-1.3296061006930382,1.350234796907198,321.17,2023,10,0,2
Batticaloa,-0.3207170422693634,-0.38432571924349784,-1.3467185867033309,349.47,2023,10,0,3
Galle,0.04300163559533417,0.7038048691042005,1.4065890467139852,203.43,2023,10,0,5
Gampaha,0.04300163559533417,-1.1259122871530718,0.8430465486461136,478.96,2023,10,0,6
Hambantota,-1.71497197408404,-0.14976920668232466,-0.02641901980145957,399.03,2023,10,0,7
Jaffna,1.154364262404134,0.18972048255095236,0.07823887269685922,194.35,2023,10,0,8
Kalutara,0.7300258048953192,-0.9945253684627906,0.19899797942568886,279.53,2023,10,0,9
Kandy,0.04300163559533417,-0.13036979586899464,-1.5882368001609901,266.33,2023,10,0,10
Kegalle,0.6289928388217919,1.705519900192519,-0.8556315526727568,387.87,2023,10,0,11
Kilinochchi,0.6896126184659092,0.3325706894491104,1.1087165834495387,209.76,2023,10,0,12
Kurunegala,0.5481664659629704,0.8722270266199299,-0.6624169819066295,451.87,2023,10,0,13
Mannar,1.7403554656305917,-0.7423330278894992,1.5595505819038367,361.84,2023,10,0,14
Matale,0.10362141523945066,0.006307871224922077,0.08628947981211407,469.05,2023,10,0,15
Matara,1.5180829402688327,-1.3146156468827375,-1.5560343716999685,355.21,2023,10,0,16
Monaragala,0.04300163559533417,-0.08363485163688109,0.013834015774816978,358.69,2023,10,0,17
Mullaitivu,0.22486097452768364,-1.062423306309446,-1.4835789076626706,343.54,2023,10,0,18
Nuwara Eliya,-1.2098071437164035,-0.01750049659143751,0.2714534434629871,279.27,2023,10,0,19
Polonnaruwa,0.04300163559533417,0.7814025123575211,0.722287441917284,112.56,2023,10,0,20
Puttalam,0.6087862456070876,0.9004443514393196,-0.9441882309405654,105.67,2023,10,0,21
Ratnapura,0.2046543813129779,1.684356906577977,1.7447145455547086,279.53,2023,10,1,22
Trincomalee,-0.4015434151281856,-0.7000070406604153,0.802793513069837,339.79,2023,10,1,23
Vavuniya,0.7704389913247306,0.19589302235519365,0.03798583712058268,141.69,2023,10,1,24
Ampara,0.9118851438276694,0.25144588059336637,-1.0488461234388842,279.53,2023,10,6,0
Anuradhapura,1.093744482760018,-1.3146156468827375,0.08628947981211407,75.45,2023,10,6,1
Badulla,0.10362141523945066,0.9092622654453787,0.08628947981211407,109.22,2023,10,6,2
Batticaloa,-0.0782379236928981,-1.174410814186397,-1.7653501566966066,309.86,2023,10,6,3
Colombo,-1.5129060419369853,-0.08539843443809282,-1.4191740507406285,492.87,2023,10,6,4
Galle,0.24506756774238866,-1.3992676213409052,0.08628947981211407,293.66,2023,10,6,5
Gampaha,-1.0077412115693491,-0.9918799942609728,1.2133744759478575,420.76,2023,10,6,6
Hambantota,1.093744482760018,0.7179135315138948,-0.7831760886354592,480.8,2023,10,6,7
Jaffna,1.6999422792011816,1.3880749959743897,-0.5980121249845872,406.63,2023,10,6,8
Kalutara,-1.1087741776428763,-0.9857074544567315,1.2938805471004104,302.91,2023,10,6,9
Kandy,-0.09844451690760384,1.0441763497380832,0.46466801422911386,213.14,2023,10,6,10
Kegalle,0.4875466863188546,1.482426675839223,0.4083137644223265,209.21,2023,10,6,11
Kilinochchi,1.6797356859864758,1.6314494225416223,-0.8314797313269905,55.28,2023,10,6,12
Kurunegala,1.033124703115901,1.8968686341240026,-0.24378541191335315,152.45,2023,10,6,13
Mannar,-0.7046423133487674,-0.7414512364888931,1.2777793328699008,224.85,2023,10,6,14
Matale,-0.9471214319252326,0.9383613816653734,0.7061862276867732,232.56,2023,10,6,15
Matara,-1.3108401097899307,1.0450581411386892,0.2070485865409437,98.07,2023,10,6,16
Monaragala,-0.7046423133487674,-0.8604930755706915,0.054087051351093526,143.46,2023,10,6,17
Mullaitivu,-0.7450554997781781,-0.46280515389742427,1.2777793328699008,200.62,2023,10,6,18
Nuwara Eliya,-1.5533192283663961,-0.9927617856615787,-1.8136537993881385,226.86,2023,10,6,19
Polonnaruwa,-0.9875346183546433,0.1121228392976318,0.5210222640359012,240.47,2023,10,6,20
Puttalam,-1.7351785672987448,0.5195104663775644,0.7383886561477948,334.93,2023,10,6,21
Monaragala,1.2149840420482512,0.7849296779599445,1.1087165834495387,390.83,2023,10,6,17
Vavuniya,-1.027947804784054,-0.8516751615646324,-0.3967469471032045,333.6,2023,10,0,24
Ampara,0.6694060252512034,-1.2520084574397177,-0.16327934076080006,53.3,2023,11,5,0
Anuradhapura,0.9118851438276694,0.7329039853241958,-0.40479755421845937,427.3,2023,11,5,1
Badulla,-1.3512532962193415,0.8140287941799398,0.08628947981211407,387.66,2023,11,5,2
Batticaloa,-0.0782379236928981,1.0653393433526255,0.8832995842223902,279.53,2023,11,5,3
Colombo,-1.3916664826487524,-1.3075613156778902,-1.2420606942050114,445.14,2023,11,5,4
Galle,-0.4217500083428906,-1.0879952569270175,-1.0810485518999053,108.32,2023,11,5,5
Gampaha,1.6797356859864758,1.7496094702228147,0.6095789423037092,373.92,2023,11,5,6
Hambantota,0.04300163559533417,1.5124075834598238,-1.4996801218931817,446.18,2023,11,5,7
Kalutara,0.04300163559533417,-0.5236487605392324,-1.507730729008437,313.47,2023,11,5,9
Kandy,0.8310587709688464,-1.0359695642912685,-1.8458562278491597,65.87,2023,11,5,10
Kegalle,-0.7652620929928838,-0.08363485163688109,-1.5318825503542026,484.08,2023,11,5,11
Kilinochchi,1.4978763470541272,0.6447248452636041,1.3985384395987304,441.79,2023,11,5,12
Kurunegala,0.24506756774238866,1.3633848367574246,-1.7331477282355854,303.6,2023,11,5,13
Mannar,1.6191159063423601,0.5794722816187664,-0.8475809455575014,317.8,2023,11,5,14
Matale,0.7300258048953192,0.4128137069042488,-0.09887448383875781,303.63,2023,11,5,15
Matara,-1.816004940157567,-1.401912995542723,-1.7814513709271174,270.96,2023,11,5,16
Monaragala,-1.0481543979987598,-1.0800591343215642,-1.1213015874761818,477.06,2023,11,5,17
Mullaitivu,0.04300163559533417,-1.420430614955447,0.7303380490325388,95.4,2023,11,5,18
Nuwara Eliya,0.3461005338159159,-1.5341817056336102,-0.3645445186421828,89.84,2023,11,5,19
Polonnaruwa,-0.9471214319252326,-0.630345520012548,1.3341335826766871,138.15,2023,11,5,20
Puttalam,1.033124703115901,-1.4715745161905902,1.7447145455547086,410.05,2023,11,5,21
Ratnapura,0.5683730591776761,-0.062471858022339094,-0.09082387672350181,266.82,2023,11,5,22
Trincomalee,-0.9067082454958219,1.05563963794596,1.7608157597852194,322.85,2023,11,5,23
Vavuniya,0.04300163559533417,-0.650626722226484,0.11849190827313577,453.27,2023,11,5,24
Ampara,-1.0481543979987598,0.10242313389096679,0.08628947981211407,60.59,2023,11,4,0
Anuradhapura,-0.6642291269193565,-0.34376331481562583,1.4951457249817932,289.05,2023,11,4,1
Badulla,0.6896126184659092,0.21881959877094764,-1.6204392286220113,209.5,2023,11,4,2
Batticaloa,1.780768652060003,1.4251102347998386,1.2697287257546448,494.56,2023,11,4,3
Colombo,0.5481664659629704,-1.2326090466263875,0.8671983699918794,266.29,2023,11,4,4
Galle,1.5989093131276544,0.7584759359417671,-0.5577590894083106,386.21,2023,11,4,5
Hambantota,0.22486097452768364,-0.9821802888543079,0.7705910846088154,123.46,2023,11,4,7
Jaffna,1.5989093131276544,0.38724175628667723,1.1972732617173478,193.39,2023,11,4,8
Monaragala,1.7201488724158873,1.5970595579179918,-1.4755283005474154,177.42,2023,11,4,17
Kandy,-1.8362115333722722,0.3731330938769826,0.6659331921104966,54.11,2023,11,4,10
Kegalle,-1.0481543979987598,-0.11714292485990593,1.7125121170936868,116.69,2023,11,4,11
Kilinochchi,1.5382895334835371,-1.433657485964536,0.9074514055681558,257.89,2023,11,4,12
Kurunegala,-1.0077412115693491,0.5988716924320967,-1.2179088728592458,301.62,2023,11,4,13
Mannar,-0.5429895676311236,-0.9451450500288594,0.7142368348020292,404.76,2023,11,4,14
Matale,0.04300163559533417,-0.702652414862233,-0.12302630518452351,98.66,2023,11,4,15
Monaragala,-1.4724928555075745,-1.3534144685093978,-0.5899615178693313,446.49,2023,11,4,17
Mullaitivu,1.154364262404134,-0.8543205357664503,-0.4772530182557576,312.99,2023,11,4,18
Nuwara Eliya,-0.34092363548406907,1.015959024918694,0.08628947981211407,373.63,2023,11,4,19
Polonnaruwa,-1.3916664826487524,1.3766117077665132,0.08628947981211407,264.59,2023,11,4,20
Monaragala,-0.9269148387105268,-1.289043696265166,1.3663360111377088,391.59,2023,11,4,17
Ratnapura,1.376636787765894,-0.44340574308409425,1.6400566530563898,402.22,2023,11,4,22
Trincomalee,1.1341576691894282,-0.08451664303748695,0.3519595146155402,53.97,2023,11,4,23
Vavuniya,1.5787027199129486,1.6711300355688885,-0.702670017482906,401.18,2023,11,4,24
Ampara,-0.01761814404878161,0.9057350998429547,-0.9039351953642888,321.14,2023,11,3,0
Anuradhapura,-1.1693939572869927,1.1993716362447242,0.2956052648087528,146.69,2023,11,3,1
Badulla,1.2149840420482512,-1.2326090466263875,0.8671983699918794,330.52,2023,11,3,2
Batticaloa,0.0025884491659234087,-1.5897345638717828,-0.40479755421845937,467.82,2023,11,3,3
Colombo,-0.3611302286987748,-1.4565840623802897,-0.05057084114722527,105.41,2023,11,3,4
Galle,-0.7248489065634723,0.97363303768961,-0.7751254815202037,168.78,2023,11,3,5
Gampaha,0.6087862456070876,0.8457732846017524,1.5192975463275602,377.24,2023,11,3,6
Hambantota,-0.7652620929928838,1.1138378703859506,0.996008083835965,94.26,2023,11,3,7
Jaffna,-1.2502203301458144,-1.5280091658293689,1.00405869095122,306.61,2023,11,3,8
Kalutara,0.9522983302570794,1.8783510147112783,-0.8475809455575014,430.48,2023,11,3,9
Kandy,0.3258939406012109,-1.5632808218536054,0.4244149786528373,438.29,2023,11,3,10
Kegalle,1.2149840420482512,-1.3296061006930382,1.3743866182529636,297.08,2023,11,3,11
Kilinochchi,0.1844477880982729,0.2928900764218442,-0.839530338442246,223.0,2023,11,3,12
Kurunegala,0.14403460166886142,-0.5086583067289319,1.4065890467139852,379.02,2023,11,3,13
Mannar,-0.2803038558399526,-0.08539843443809282,-1.1293521945914373,382.07,2023,11,3,14
Matale,-1.2098071437164035,-0.024554827796284925,0.7142368348020292,479.83,2023,11,3,15
Matara,1.4776697538394215,0.7875750521617624,1.5837024032496023,330.05,2023,11,3,16
Monaragala,0.04300163559533417,-0.9424996758270417,-1.0327449092083734,279.59,2023,11,3,17
Mullaitivu,-1.4118730758634581,-1.3666413395184864,-1.016643694977863,306.53,2023,11,3,18
Nuwara Eliya,0.6289928388217919,0.34756114325941107,-1.5399331574694581,57.51,2023,11,3,19
Polonnaruwa,0.3663071270306216,0.7831660951587328,0.9155020126834119,140.53,2023,11,3,20
Puttalam,1.3160170081217784,0.0847873058788485,-1.8297550136186493,497.19,2023,11,3,21
Ratnapura,0.3865137202453274,-1.1197397473488304,-0.1713299478760549,445.84,2023,11,3,22
Trincomalee,0.5683730591776761,-0.08363485163688109,-0.2357348047980983,182.6,2023,11,3,23
Vavuniya,-0.03782473726348735,1.3342857205374292,1.3099817613309213,424.13,2023,11,3,24
Ampara,0.1238280084541564,-0.08363485163688109,0.5290728711511561,242.22,2023,11,2,0
Monaragala,-0.44195660155759636,0.4798298533502982,1.7527651526699635,320.06,2023,11,2,17
Badulla,0.1238280084541564,1.674657201171312,0.5934777280731995,280.97,2023,11,2,2
Batticaloa,1.0533312963306067,0.6456066366642099,-1.3467185867033309,280.43,2023,11,2,3
Colombo,1.6797356859864758,-0.5880195327834641,0.08628947981211407,53.24,2023,11,2,4
Galle,1.7403554656305917,-0.5086583067289319,1.26167811863939,56.04,2023,11,2,5
Gampaha,1.1947774488335454,-0.9134005596070465,-1.5238319432389473,329.62,2023,11,2,6
Hambantota,-1.5533192283663961,-0.08363485163688109,0.7866922988393262,55.63,2023,11,2,7
Jaffna,0.4875466863188546,0.013362202429769491,0.19899797942568886,331.01,2023,11,2,8
Kandy,0.6896126184659092,-1.275816825256077,0.38416194307656076,495.68,2023,11,2,10
Kegalle,0.3865137202453274,-1.2520084574397177,0.456617407113859,321.74,2023,11,2,11
Kilinochchi,0.7098192116806149,-0.08363485163688109,0.08628947981211407,448.8,2023,11,2,12
Kurunegala,1.6191159063423601,0.4692483565430271,0.62568015653422,385.02,2023,11,2,13
Mannar,-1.1087741776428763,0.3942960874915244,-0.9602894451710756,278.23,2023,11,2,14
Matale,-0.7046423133487674,0.5256830061818056,0.456617407113859,79.59,2023,11,2,15
Matara,0.14403460166886142,1.0256587303253593,1.5998036174801131,210.07,2023,11,2,16
Monaragala,-1.8362115333722722,-0.11273396785687637,-1.0407955163236287,129.46,2023,11,2,17
Mullaitivu,0.5481664659629704,0.38547817348546526,-0.8073279099812248,284.8,2023,11,2,18
Nuwara Eliya,1.1745708556188397,0.43044953491636706,-1.3386679795880754,67.52,2023,11,2,19
Puttalam,-1.5533192283663961,-0.7291061568804104,0.7303380490325388,156.08,2023,11,2,21
Ratnapura,-0.4217500083428906,-0.21149460472473866,-1.5721355859304793,257.87,2023,11,2,22
Vavuniya,-0.7450554997781781,-1.5077279636154328,-1.2420606942050114,118.23,2023,11,2,24
Ampara,-1.8362115333722722,-0.21943072733019195,0.3439089075002842,165.39,2023,11,1,0
Anuradhapura,-0.15906429655172033,0.29906261622608576,0.2714534434629871,304.7,2023,11,1,1
Badulla,0.8310587709688464,-0.08363485163688109,0.6659331921104966,274.64,2023,11,1,2
Batticaloa,-0.01761814404878161,0.6923415808963236,-1.3869716222796074,367.02,2023,11,1,3
Colombo,-1.3714598894340473,1.1605728146180643,0.2634028363477311,233.04,2023,11,1,4
Galle,0.22486097452768364,1.8968686341240026,0.9316032269139216,89.48,2023,11,1,5
Gampaha,-1.8362115333722722,-0.08363485163688109,1.6561578672868995,443.45,2023,11,1,6
Hambantota,1.3362236013364825,-0.6030099865937647,0.5934777280731995,432.68,2023,11,1,7
Jaffna,1.6797356859864758,1.3774934991671188,0.7544898703783057,294.73,2023,11,1,8
Kandy,-0.03782473726348735,-0.4310606634756114,1.1409190119105603,228.35,2023,11,1,10
Kegalle,0.16424119488356714,0.4807116447509041,0.4968704426901355,486.71,2023,11,1,11
Kilinochchi,-0.6440225337046508,-0.08363485163688109,1.3260829755614323,87.5,2023,11,1,12
Kurunegala,1.1745708556188397,0.2734906656085142,-0.21158298345233145,100.82,2023,11,1,13
Matale,1.1341576691894282,-1.4415936085699892,0.31975708615451853,376.45,2023,11,1,15
Matara,1.3564301945511883,-0.40813408705985765,0.3519595146155402,460.66,2023,11,1,16
Monaragala,0.3663071270306216,-0.6338726856149717,0.10239069404262492,306.09,2023,11,1,17
Mullaitivu,0.04300163559533417,-0.3446451062162317,0.456617407113859,67.73,2023,11,1,18
Nuwara Eliya,1.4978763470541272,-0.03778169880537364,0.23120040788671056,73.11,2023,11,1,19
Polonnaruwa,1.1139510759747238,-1.155011403373067,0.9396538340291776,404.04,2023,11,1,20
Puttalam,-0.7450554997781781,1.2364068750701727,1.3099817613309213,495.56,2023,11,1,21
Vavuniya,0.04300163559533417,1.5556153620895135,0.46466801422911386,199.98,2023,11,1,24
Ampara,-0.03782473726348735,0.7258496541193484,-1.2098582657439902,368.54,2023,12,0,0
Anuradhapura,-0.23989066941054185,-0.620645814605883,-0.839530338442246,336.4,2023,12,0,1
Badulla,0.5279598727482654,-0.8790106949834159,0.44051619288334815,273.64,2023,12,0,2
Batticaloa,-1.8564181265869777,0.00013533142068077652,1.4065890467139852,398.96,2023,12,0,3
Colombo,0.5279598727482654,0.04246131864976477,-1.298414944011799,179.73,2023,12,0,4
Galle,0.3461005338159159,-1.4371846515669595,0.537123478266412,164.62,2023,12,0,5
Gampaha,-1.0481543979987598,-0.18239548850474338,0.08628947981211407,51.65,2023,12,0,6
Hambantota,-1.6139390080105125,-0.2970283705835123,-0.09887448383875781,344.67,2023,12,0,7
Jaffna,0.6289928388217919,0.3951778788921305,-0.34844330441167193,195.77,2023,12,0,8
Kalutara,-1.2098071437164035,-1.3957404557384818,0.013834015774816978,180.22,2023,12,0,9
Kandy,-1.1289807708575814,-0.9513175898331009,-1.8297550136186493,66.97,2023,12,0,10
Kegalle,0.9927115166864908,-0.08363485163688109,-0.43699998267948104,315.37,2023,12,0,11
Kilinochchi,0.0025884491659234087,0.7117409917096535,1.350234796907198,361.32,2023,12,0,12
Kurunegala,-0.0782379236928981,-0.08363485163688109,0.41636437153758243,261.26,2023,12,0,13
Mannar,0.4875466863188546,1.656139581758588,0.2634028363477311,468.9,2023,12,0,14
Matale,-0.3207170422693634,-0.1453602496792951,-1.3306173724728199,481.86,2023,12,0,15
Matara,-1.5533192283663961,-1.2308454638251756,0.3922125501918168,145.24,2023,12,0,16
Monaragala,-0.09844451690760384,-0.97953491465249,0.6498319778799857,216.33,2023,12,0,17
Mullaitivu,0.4471334998894432,-1.319906395286373,0.08628947981211407,200.49,2023,12,0,18
Nuwara Eliya,0.9320917370423737,-0.7555598988985879,-1.6687428713135433,101.64,2023,12,0,19
Polonnaruwa,-1.816004940157567,-0.4813227733101484,0.013834015774816978,81.61,2023,12,0,20
Puttalam,1.2149840420482512,1.387193204573784,0.08628947981211407,296.49,2023,12,0,21
Ratnapura,-0.9269148387105268,-0.7652596043052529,0.722287441917284,459.37,2023,12,0,22
Trincomalee,-0.30051044905465835,-1.0042250738694558,1.358285404022454,136.89,2023,12,0,23
Vavuniya,-0.4823697879870071,-1.4468843569736247,0.16679555096466717,433.62,2023,12,0,24
Ampara,1.4574631606247157,-0.8834196519864455,-1.2662125155507777,105.76,2023,12,6,0
Anuradhapura,0.04300163559533417,-0.8737199465797802,0.33585830038502934,418.69,2023,12,6,1
Badulla,0.3258939406012109,1.7222739368040316,0.47271862134436987,352.01,2023,12,6,2
Batticaloa,0.04300163559533417,-0.310255241592601,1.53539876055807,250.34,2023,12,6,3
Colombo,-1.3714598894340473,-0.5227669691386264,-0.30013966172014056,393.49,2023,12,6,4
Galle,-0.3611302286987748,1.3651484195586363,0.3519595146155402,148.81,2023,12,6,5
Gampaha,0.6087862456070876,-1.0386149384930863,0.08628947981211407,414.09,2023,12,6,6
Hambantota,0.5279598727482654,-1.2811075736597128,0.448566799998603,126.27,2023,12,6,7
Jaffna,1.0129181099011966,1.6817115323761593,-1.1857064443982246,454.7,2023,12,6,8
Kalutara,-1.0683609912134655,-0.3649263084301678,-0.5658096965235655,279.53,2023,12,6,9
Kandy,-0.7652620929928838,-1.207037096008816,0.08628947981211407,127.88,2023,12,6,10
Kegalle,1.6393224995570643,1.1887901394374534,-0.4933542324862673,140.74,2023,12,6,11
Kilinochchi,0.3663071270306216,-1.2035099304063923,-0.14717812653028922,112.38,2023,12,6,12
Monaragala,-1.027947804784054,-0.01132795678719621,0.2875546576934968,359.9,2023,12,6,17
Mannar,-1.1693939572869927,1.45068218541741,-0.9844412665168418,439.24,2023,12,6,14
Matale,-0.23989066941054185,-1.4962646754075557,-0.5416578751777998,294.23,2023,12,6,15
Matara,-0.866295059066411,-0.18680444550777298,0.448566799998603,368.87,2023,12,6,16
Monaragala,0.4471334998894432,1.84131577588583,-1.6848440855440534,180.26,2023,12,6,17
Mullaitivu,-1.1491873640722872,0.3740148852775885,-1.250111301320267,329.12,2023,12,6,18
Nuwara Eliya,0.42692690667473815,0.5662454106096777,0.9316032269139216,366.69,2023,12,6,19
Monaragala,0.7300258048953192,-1.453056896777866,0.4807692284596247,71.5,2023,12,6,17
Puttalam,-0.9067082454958219,-1.4574658537808958,1.5998036174801131,176.52,2023,12,6,21
Ratnapura,0.04300163559533417,0.41016833270243097,0.08628947981211407,163.8,2023,12,6,22
Trincomalee,-1.3310467030046358,1.543270282481031,1.1892226546020916,108.18,2023,12,6,23
Vavuniya,1.4170499741953055,-0.6620900104343609,0.537123478266412,493.98,2023,12,6,24
Ampara,0.0025884491659234087,1.725801102406455,-0.622163946330353,192.8,2023,12,5,0
Anuradhapura,1.093744482760018,1.728446476608273,-0.7751254815202037,111.31,2023,12,5,1
Badulla,1.43725656741001,1.562669693294361,0.9557550482596884,312.05,2023,12,5,2
Batticaloa,-0.01761814404878161,-0.9998161168664261,0.4324655857680933,129.43,2023,12,5,3
Colombo,-0.8056752794222946,-0.9927617856615787,1.342184189791943,487.49,2023,12,5,4
Galle,-1.3714598894340473,0.7408401079296488,-0.6060627320998421,318.73,2023,12,5,5
Gampaha,0.6491994320364977,0.17296644593943994,0.9638056553749432,166.82,2023,12,5,6
Hambantota,-0.2196840761958361,-0.32524569540290166,0.08628947981211407,98.61,2023,12,5,7
Jaffna,0.04300163559533417,-0.5201215949368087,-0.010317805570948722,358.54,2023,12,5,8
Kalutara,-0.8056752794222946,-1.095049588131865,-1.1213015874761818,340.5,2023,12,5,9
Kandy,1.376636787765894,1.374848124965301,0.899400798452901,279.53,2023,12,5,10
Kegalle,-1.674558787654629,-0.3534630202222908,0.19899797942568886,60.23,2023,12,5,11
Kilinochchi,0.46734009310414887,-0.8640202411731153,-1.2420606942050114,201.29,2023,12,5,12
Kurunegala,-1.290633516575225,0.5009928469648403,-0.05057084114722527,192.46,2023,12,5,13
Mannar,1.1341576691894282,0.9842145344968813,0.08628947981211407,153.23,2023,12,5,14
Matale,1.3362236013364825,1.5900052267131444,-0.6624169819066295,232.81,2023,12,5,15
Matara,1.255397228477661,1.0856205455665615,1.5434493676733259,354.7,2023,12,5,16
Monaragala,-1.0683609912134655,-1.1797015625900327,-0.8797833740185225,124.11,2023,12,5,17
Mullaitivu,-0.44195660155759636,-1.0633050977100518,1.1328684047953044,108.02,2023,12,5,18
Nuwara Eliya,-1.290633516575225,-1.3525326771087918,-0.9763906594015864,246.11,2023,12,5,19
Polonnaruwa,-1.3108401097899307,-1.0033432824688497,-1.016643694977863,288.07,2023,12,5,20
Puttalam,-0.23989066941054185,-0.3649263084301678,-0.7992773028659694,409.71,2023,12,5,21
Ratnapura,1.0533312963306067,0.6341433484563332,-0.9280870167100544,95.62,2023,12,5,22
Trincomalee,0.04300163559533417,0.6482520108660278,-1.773400763811862,279.53,2023,12,5,23
Vavuniya,1.6999422792011816,1.1782086426301825,-1.3869716222796074,192.34,2023,12,5,24
Ampara,-0.13885770333701458,-0.5254123433404442,1.5756517961343464,340.68,2023,12,4,0
Anuradhapura,-0.17927088976642536,-1.5324181228323985,0.8591477628766245,128.66,2023,12,4,1
Monaragala,0.14403460166886142,-0.4116612526622811,0.08628947981211407,403.67,2023,12,4,17
Batticaloa,0.04300163559533417,1.3510397571489414,-1.7975525851576277,477.86,2023,12,4,3
Colombo,-1.27042692336052,-0.08363485163688109,-1.3064655511270542,469.16,2023,12,4,4
Galle,1.1745708556188397,-0.6356362684161834,-0.8636821597880122,124.43,2023,12,4,5
Jaffna,-0.7450554997781781,1.6587849559604058,0.9557550482596884,163.82,2023,12,4,8
Kalutara,1.2351906352629554,-0.08363485163688109,-0.7992773028659694,168.94,2023,12,4,9
Monaragala,0.04300163559533417,-1.4768652645942257,1.3663360111377088,461.54,2023,12,4,17
Kegalle,1.5382895334835371,1.0900295025695912,1.1328684047953044,484.96,2023,12,4,11
Kurunegala,0.10362141523945066,0.18795689974974064,-1.0005424807473522,186.87,2023,12,4,13
Mannar,-0.2803038558399526,-0.05629931821809779,0.5693259067274327,62.26,2023,12,4,14
Matale,-0.2196840761958361,1.813098451066441,0.8671983699918794,437.86,2023,12,4,15
Matara,-1.7957983469428613,0.60680781503755,-1.2581619084355222,111.35,2023,12,4,16
Monaragala,0.6896126184659092,-0.6400452254192129,1.3663360111377088,193.05,2023,12,4,17
Mullaitivu,1.1745708556188397,0.43397670051879056,0.36001012173079505,325.25,2023,12,4,18
Nuwara Eliya,-0.9067082454958219,0.23821900958427764,0.2875546576934968,116.76,2023,12,4,19
Polonnaruwa,0.04300163559533417,-1.464520184985743,-0.8556315526727568,231.47,2023,12,4,20
Puttalam,-1.7553851605134505,-0.38961646764713326,0.3439089075002842,252.43,2023,12,4,21
Monaragala,-1.1491873640722872,1.1499913178107928,-1.411123443625373,395.8,2023,12,4,17
Trincomalee,0.04300163559533417,-1.5482903680433047,0.6739837992257526,335.7,2023,12,4,23
Vavuniya,-1.3916664826487524,0.20030197935822322,-0.9602894451710756,242.6,2023,12,4,24
Ampara,1.0533312963306067,1.7857629176476573,-0.30013966172014056,190.35,2023,12,3,0
Anuradhapura,0.7704389913247306,-1.4089673267475704,-0.7670748744049483,122.22,2023,12,3,1
Badulla,1.3160170081217784,-0.5262941347410501,0.03798583712058268,139.62,2023,12,3,2
Batticaloa,0.2652741609570944,0.5486095825975594,-1.6365404428525214,280.83,2023,12,3,3
Colombo,1.255397228477661,-1.5720987358596645,0.08628947981211407,362.68,2023,12,3,4
Galle,-1.3310467030046358,0.15356703512610992,0.9718562624901982,153.8,2023,12,3,5
Gampaha,1.5787027199129486,-1.4565840623802897,0.2634028363477311,491.51,2023,12,3,6
Hambantota,0.04300163559533417,0.07949655747521307,0.8430465486461136,180.3,2023,12,3,7
Jaffna,0.04300163559533417,-0.5818469929792227,-0.9924918736320967,279.53,2023,12,3,8
Kalutara,0.30568734738650516,-0.9724805834476428,0.18289676519517803,313.15,2023,12,3,9
